CÓDIGO,AÑO DE INGRESO,REGIÓN,DEPARTAMENTO,DISTRITO,SEXO,EDAD,ESTUDIOS ALCANZADOS,OCUPACIÓN,CARRERA PROFESIONAL O TÉCNICA
MCC-2021-1499,2021,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,M,34,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2021-1506,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-1468,2021,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,F,30,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2021-1485,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,29,ESTUDIANTE PREGRADO,PRACTICANTE,ADMINISTRACION
MCC-2021-1492,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,34,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2021-1477,2021,MOQUEGUA,ILO,PACOCHA,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-1513,2021,MOQUEGUA,ILO,PACOCHA,M,30,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-1486,2021,MOQUEGUA,MARISCAL NIETO,CARUMAS,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-1489,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-1479,2021,MOQUEGUA,ILO,PACOCHA,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-1469,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,F,34,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-1471,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,M,23,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-1473,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,28,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2021-1474,2021,MOQUEGUA,ILO,EL ALGARROBAL,F,36,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2021-1475,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,45,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-1476,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,36,LICENCIADO/BACHILLER,LABORANDO,COMPUTACION E INFORMATICA
MCC-2021-1480,2021,MOQUEGUA,ILO,PACOCHA,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2021-1481,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-1482,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,42,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2021-1484,2021,MOQUEGUA,MARISCAL NIETO,TORATA,M,35,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2021-1490,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,24,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-1491,2021,MOQUEGUA,MARISCAL NIETO,CARUMAS,M,28,LICENCIADO/BACHILLER,ESTUDIANTE,NO INFORMO
MCC-2021-1493,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,23,ESTUDIANTE PREGRADO,PRACTICANTE,CIENCIAS SOCIALES
MCC-2021-1494,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-1495,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,M,26,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-1496,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,26,LICENCIADO/BACHILLER,LABORANDO,ARQUITECTURA
MCC-2021-1497,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,34,MAESTRIA,LABORANDO,COMPUTACION E INFORMATICA
MCC-2021-1498,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-1500,2021,MOQUEGUA,MARISCAL NIETO,TORATA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2021-1501,2021,MOQUEGUA,MARISCAL NIETO,TORATA,M,30,ESTUDIANTE PREGRADO,LABORANDO,COMPUTACION E INFORMATICA
MCC-2021-1502,2021,MOQUEGUA,MARISCAL NIETO,TORATA,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS DE LA SALUD
MCC-2021-1503,2021,MOQUEGUA,MARISCAL NIETO,TORATA,M,28,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2021-1504,2021,MOQUEGUA,MARISCAL NIETO,CARUMAS,M,29,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-1505,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,25,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-1507,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,F,32,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-1508,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,36,DOCTORADO,LABORANDO,INGENIERIA CIVIL
MCC-2021-1509,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2021-1510,2021,MOQUEGUA,ILO,PACOCHA,M,27,LICENCIADO/BACHILLER,ESTUDIANTE,DERECHO
MCC-2021-1511,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,24,ESTUDIANTE PREGRADO,DESEMPLEADO,NO INFORMO
MCC-2021-1512,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,27,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2021-1514,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,F,43,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2021-1515,2021,MOQUEGUA,ILO,PACOCHA,F,34,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2021-1517,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,M,45,SECUNDARIA,LABORANDO,NO INFORMO
MCC-2021-1518,2021,MOQUEGUA,MARISCAL NIETO,TORATA,M,43,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2021-1519,2021,MOQUEGUA,MARISCAL NIETO,TORATA,M,39,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-2901,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,45,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2021-2902,2021,MOQUEGUA,ILO,ILO,M,55,DOCTORADO,LABORANDO,DERECHO
MCC-2021-2903,2021,MOQUEGUA,ILO,ILO,M,60,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2021-2904,2021,MOQUEGUA,MARISCAL NIETO,TORATA,M,42,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-2905,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,M,33,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-2906,2021,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,F,31,MAESTRIA,LABORANDO,DERECHO
MCC-2021-2907,2021,MOQUEGUA,ILO,ILO,M,29,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA AMBIENTAL
MCC-2021-2908,2021,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-2909,2021,MOQUEGUA,ILO,ILO,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-2910,2021,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,24,LICENCIADO/BACHILLER,DESEMPLEADO,PSICOLOGIA
MCC-2021-2911,2021,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-3905,2021,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,26,LICENCIADO/BACHILLER,DESEMPLEADO,ARQUITECTURA
MCC-2021-3906,2021,MOQUEGUA,ILO,ILO,F,30,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-3907,2021,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,50,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS DE LA COMUNICACION
MCC-2021-3908,2021,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,58,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2022-1360,2022,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,F,29,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2022-1361,2022,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,F,37,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AGRONOMA
MCC-2022-1362,2022,MOQUEGUA,ILO,EL ALGARROBAL,M,27,LICENCIADO/BACHILLER,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-1363,2022,MOQUEGUA,ILO,ILO,M,50,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-1364,2022,MOQUEGUA,ILO,ILO,F,26,MAESTRIA,LABORANDO,ADMINISTRACION
MCC-2022-1365,2022,MOQUEGUA,ILO,ILO,F,34,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-1366,2022,MOQUEGUA,ILO,ILO,M,30,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA AMBIENTAL
MCC-2022-1367,2022,MOQUEGUA,ILO,ILO,F,18,ESTUDIANTE PREGRADO,PRACTICANTE,NO INFORMO
MCC-2022-1368,2022,MOQUEGUA,ILO,ILO,M,19,ESTUDIANTE PREGRADO,ESTUDIANTE,COMPUTACION E INFORMATICA
MCC-2022-1369,2022,MOQUEGUA,ILO,ILO,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2022-1370,2022,MOQUEGUA,ILO,ILO,F,22,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2022-1371,2022,MOQUEGUA,ILO,ILO,F,36,MAESTRIA,LABORANDO,NO INFORMO
MCC-2022-1372,2022,MOQUEGUA,ILO,ILO,F,48,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2022-1373,2022,MOQUEGUA,ILO,ILO,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-1374,2022,MOQUEGUA,ILO,PACOCHA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-1375,2022,MOQUEGUA,ILO,PACOCHA,F,48,MAESTRIA,LABORANDO,CIENCIAS DE LA SALUD
MCC-2022-1376,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,30,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-1377,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2022-1378,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,42,LICENCIADO/BACHILLER,LABORANDO,EDUCACION
MCC-2022-1379,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,32,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-1380,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,35,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-1381,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,35,MAESTRIA,DESEMPLEADO,ADMINISTRACION
MCC-2022-1382,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,24,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2022-1383,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,57,DOCTORADO,LABORANDO,ADMINISTRACION
MCC-2022-1384,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,53,LICENCIADO/BACHILLER,ESTUDIANTE,CIENCIAS SOCIALES
MCC-2022-1385,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,20,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2022-1386,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-1387,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,30,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2022-1388,2022,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,35,LICENCIADO/BACHILLER,PRACTICANTE,INGENIERIA CIVIL
MCC-2022-1389,2022,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,19,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-1390,2022,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,F,26,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2019-0046,2019,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,25,LICENCIADO/BACHILLER,DOCENCIA,CONTABILIDAD
MCC-2019-1893,2019,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,33,ESTUDIANTE PREGRADO,ESTUDIANTE,EDUCACION SECUNDARIA
MCC-2019-1771,2019,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-0057,2019,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,35,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2019-1257,2019,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,67,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA MARITIMA
MCC-2020-5956,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,62,DOCTORADO,LABORANDO,NO INFORMO
MCC-2020-5294,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,25,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2020-5954,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,29,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2020-5960,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,35,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-5969,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,29,LICENCIADO/BACHILLER,INDEPENDIENTE,DERECHO
MCC-2020-5966,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,31,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-5971,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,F,32,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
MCC-2020-5978,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,36,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
MCC-2020-5965,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,28,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-5977,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,ARQUITECTURA
MCC-2020-5968,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,31,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2020-4492,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,22,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2020-5081,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,29,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-5291,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-5592,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,43,MAESTRIA,LABORANDO,ADMINISTRACION
MCC-2020-5961,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,28,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-5980,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,35,ESTUDIANTE PREGRADO,PRACTICANTE,ADMINISTRACION
MCC-2020-7162,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2020-4434,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-4826,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,42,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-5566,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,25,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2020-5593,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-5959,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,25,LICENCIADO/BACHILLER,PRACTICANTE,CIENCIAS SOCIALES
MCC-2020-3091,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,37,LICENCIADO/BACHILLER,LABORANDO,COMPUTACION E INFORMATICA
MCC-2020-5979,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,23,LICENCIADO/BACHILLER,ASISTENTE,CONTABILIDAD
MCC-2020-5981,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,26,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2020-5958,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,50,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2020-4508,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2020-5964,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,39,ESTUDIANTE PREGRADO,LABORANDO,ECONOMIA
MCC-2020-5976,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,ESTUDIANTE
MCC-2020-5972,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,M,25,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2020-5963,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,29,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2020-5955,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,26,ESTUDIANTE PREGRADO,LABORANDO,INGENIERIA CIVIL
MCC-2020-5274,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2020-5973,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,33,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2020-5605,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,26,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2020-5970,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2020-5975,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,29,LICENCIADO/BACHILLER,ASISTENTE,ADMINISTRACION
MCC-2020-5967,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,48,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-3791,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,36,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-5276,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,29,SECUNDARIA,ESTUDIANTE,NO INFORMO
MCC-2020-5597,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2020-5962,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,32,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-5957,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,67,ESTUDIANTE PREGRADO,CONTRATISTA GENERAL,MARKETING
MCC-2020-5974,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,28,LICENCIADO/BACHILLER,SECRETARIA,ADMINISTRACION
MCC-2020-7167,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,25,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-7214,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS DE LA COMUNICACION
MCC-2020-7249,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,26,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2020-7314,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS SOCIALES
MCC-2020-7372,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,22,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA AMBIENTAL
MCC-2020-7410,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,M,30,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-7498,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,30,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2020-7511,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,26,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2020-7657,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,25,ESTUDIANTE PREGRADO,LABORANDO,ECONOMIA
MCC-2020-7681,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,27,LICENCIADO/BACHILLER,PRACTICANTE,DERECHO
MCC-2020-7730,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,29,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-7763,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,29,LICENCIADO/BACHILLER,PRACTICANTE,CIENCIAS DE LA COMUNICACION
MCC-2020-7766,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,57,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-7903,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,F,20,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-7921,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,22,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2020-7923,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,25,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-7980,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,33,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-8012,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2020-8064,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,38,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2020-8115,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,43,MAESTRIA,LABORANDO,COMPUTACION E INFORMATICA
MCC-2020-8169,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,48,LICENCIADO/BACHILLER,INDEPENDIENTE,ADMINISTRACION
MCC-2020-8192,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,31,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2020-8374,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,59,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-8426,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,33,SECUNDARIA,LABORANDO,COMPUTACION E INFORMATICA
MCC-2020-8529,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,22,ESTUDIANTE PREGRADO,INGENIERIA,COMPUTACION E INFORMATICA
MCC-2020-8647,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,27,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8678,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
